用户ID,首次购买时间,首次购买年月,注册年月,安装年月,渠道
13792.0,2010-10-13 11:05:00,2010-10-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
13793.0,2010-03-03 08:25:00,2010-03-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13794.0,2010-06-11 12:30:00,2010-06-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13795.0,2010-03-12 12:44:00,2010-03-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,微信
13796.0,2010-07-28 14:45:00,2010-07-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13797.0,2010-03-02 12:17:00,2010-03-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
13798.0,2009-12-08 16:21:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
13799.0,2010-03-05 16:39:00,2010-03-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
13800.0,2009-12-03 10:03:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13801.0,2011-10-04 10:15:00,2011-10-01 00:00:00,2011-09-01 00:00:00,2010-07-01 00:00:00,微信
13802.0,2010-02-16 10:11:00,2010-02-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
13803.0,2010-03-31 10:00:00,2010-03-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13804.0,2010-09-29 10:26:00,2010-09-01 00:00:00,2010-06-01 00:00:00,2010-03-01 00:00:00,抖音
13805.0,2011-08-02 15:29:00,2011-08-01 00:00:00,2011-01-01 00:00:00,2010-03-01 00:00:00,微信
13806.0,2011-10-07 11:43:00,2011-10-01 00:00:00,2011-07-01 00:00:00,2010-01-01 00:00:00,微信
13807.0,2009-12-04 12:41:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13808.0,2011-09-04 12:07:00,2011-09-01 00:00:00,2010-04-01 00:00:00,2010-04-01 00:00:00,微信
13809.0,2010-09-05 11:42:00,2010-09-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,微信
13810.0,2011-10-14 12:57:00,2011-10-01 00:00:00,2011-01-01 00:00:00,2011-01-01 00:00:00,百度
13811.0,2011-04-14 18:40:00,2011-04-01 00:00:00,2011-02-01 00:00:00,2010-07-01 00:00:00,微信
13812.0,2011-08-26 12:54:00,2011-08-01 00:00:00,2010-11-01 00:00:00,2010-06-01 00:00:00,抖音
13813.0,2009-12-06 10:16:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
13814.0,2010-06-30 14:12:00,2010-06-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,抖音
13815.0,2010-02-12 10:26:00,2010-02-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,微信
13816.0,2011-10-06 14:37:00,2011-10-01 00:00:00,2011-03-01 00:00:00,2010-11-01 00:00:00,百度
13817.0,2010-12-23 11:46:00,2010-12-01 00:00:00,2010-08-01 00:00:00,2010-01-01 00:00:00,微信
13818.0,2010-10-06 12:35:00,2010-10-01 00:00:00,2010-04-01 00:00:00,2010-04-01 00:00:00,微信
13819.0,2009-12-01 16:18:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
13820.0,2010-01-28 12:26:00,2010-01-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13821.0,2010-01-04 13:36:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,微信
13822.0,2011-10-30 15:55:00,2011-10-01 00:00:00,2011-09-01 00:00:00,2011-04-01 00:00:00,抖音
13823.0,2009-12-15 14:34:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
13824.0,2010-03-12 15:17:00,2010-03-01 00:00:00,2010-03-01 00:00:00,2009-12-01 00:00:00,百度
13825.0,2009-12-09 14:30:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13826.0,2011-06-16 13:48:00,2011-06-01 00:00:00,2010-11-01 00:00:00,2009-12-01 00:00:00,抖音
13827.0,2011-07-19 15:38:00,2011-07-01 00:00:00,2011-05-01 00:00:00,2011-04-01 00:00:00,抖音
13828.0,2011-11-17 16:02:00,2011-11-01 00:00:00,2010-08-01 00:00:00,2009-12-01 00:00:00,百度
13829.0,2010-10-14 18:19:00,2010-10-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,百度
13830.0,2010-05-07 12:24:00,2010-05-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13831.0,2009-12-10 14:50:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
13832.0,2010-10-13 14:41:00,2010-10-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
13833.0,2010-10-31 14:11:00,2010-10-01 00:00:00,2010-03-01 00:00:00,2010-02-01 00:00:00,抖音
13834.0,2010-02-08 12:52:00,2010-02-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13835.0,2010-03-04 08:26:00,2010-03-01 00:00:00,2010-03-01 00:00:00,2010-03-01 00:00:00,百度
13836.0,2010-10-21 13:27:00,2010-10-01 00:00:00,2010-03-01 00:00:00,2010-02-01 00:00:00,微信
13837.0,2011-01-26 12:15:00,2011-01-01 00:00:00,2010-11-01 00:00:00,2010-11-01 00:00:00,微信
13838.0,2010-05-09 11:40:00,2010-05-01 00:00:00,2010-03-01 00:00:00,2010-01-01 00:00:00,百度
13839.0,2010-08-10 13:52:00,2010-08-01 00:00:00,2010-04-01 00:00:00,2010-03-01 00:00:00,微信
13840.0,2010-10-19 13:34:00,2010-10-01 00:00:00,2010-04-01 00:00:00,2010-01-01 00:00:00,百度
13841.0,2011-04-01 12:10:00,2011-04-01 00:00:00,2010-12-01 00:00:00,2010-01-01 00:00:00,百度
13842.0,2010-02-16 15:54:00,2010-02-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,抖音
13843.0,2010-11-23 17:48:00,2010-11-01 00:00:00,2010-04-01 00:00:00,2010-03-01 00:00:00,百度
13844.0,2011-11-28 13:21:00,2011-11-01 00:00:00,2011-02-01 00:00:00,2010-03-01 00:00:00,抖音
13845.0,2011-10-06 08:25:00,2011-10-01 00:00:00,2010-05-01 00:00:00,2010-03-01 00:00:00,微信
13846.0,2010-11-05 09:47:00,2010-11-01 00:00:00,2010-10-01 00:00:00,2010-10-01 00:00:00,百度
13847.0,2009-12-20 10:41:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13848.0,2009-12-09 16:17:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13849.0,2010-03-25 12:03:00,2010-03-01 00:00:00,2010-03-01 00:00:00,2010-01-01 00:00:00,百度
13850.0,2011-08-02 14:04:00,2011-08-01 00:00:00,2011-08-01 00:00:00,2010-05-01 00:00:00,抖音
13851.0,2010-01-29 11:54:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
13852.0,2010-04-08 09:06:00,2010-04-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13853.0,2011-10-13 14:18:00,2011-10-01 00:00:00,2011-05-01 00:00:00,2011-02-01 00:00:00,百度
13854.0,2010-01-08 11:28:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,微信
13855.0,2009-12-08 16:56:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13856.0,2010-03-30 15:40:00,2010-03-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,百度
13857.0,2010-05-17 14:21:00,2010-05-01 00:00:00,2010-04-01 00:00:00,2010-03-01 00:00:00,微信
13858.0,2011-10-13 16:17:00,2011-10-01 00:00:00,2010-11-01 00:00:00,2010-01-01 00:00:00,百度
13859.0,2010-06-28 15:36:00,2010-06-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,抖音
13860.0,2011-09-14 09:27:00,2011-09-01 00:00:00,2010-03-01 00:00:00,2010-02-01 00:00:00,抖音
13861.0,2010-06-27 11:37:00,2010-06-01 00:00:00,2010-05-01 00:00:00,2010-03-01 00:00:00,百度
13862.0,2010-11-15 13:43:00,2010-11-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,百度
13863.0,2010-04-25 13:09:00,2010-04-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,百度
13864.0,2010-11-18 12:50:00,2010-11-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,抖音
13865.0,2011-02-23 12:04:00,2011-02-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,微信
13866.0,2011-09-26 14:54:00,2011-09-01 00:00:00,2010-03-01 00:00:00,2010-01-01 00:00:00,百度
13867.0,2011-05-05 17:28:00,2011-05-01 00:00:00,2011-04-01 00:00:00,2010-05-01 00:00:00,百度
13868.0,2011-11-01 12:45:00,2011-11-01 00:00:00,2011-10-01 00:00:00,2011-06-01 00:00:00,微信
13869.0,2010-01-17 14:53:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,百度
13870.0,2010-02-08 12:08:00,2010-02-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,抖音
13871.0,2009-12-20 13:09:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13872.0,2009-12-14 09:56:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
13873.0,2010-03-03 12:31:00,2010-03-01 00:00:00,2010-03-01 00:00:00,2010-01-01 00:00:00,抖音
13874.0,2010-02-04 18:39:00,2010-02-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,微信
13875.0,2009-12-17 10:30:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13876.0,2011-10-07 10:22:00,2011-10-01 00:00:00,2011-02-01 00:00:00,2010-05-01 00:00:00,微信
13877.0,2010-01-19 10:53:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,百度
13878.0,2010-04-14 13:50:00,2010-04-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13879.0,2010-03-04 10:49:00,2010-03-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
13880.0,2010-05-26 14:29:00,2010-05-01 00:00:00,2010-03-01 00:00:00,2010-03-01 00:00:00,百度
13881.0,2010-03-04 14:41:00,2010-03-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,微信
13882.0,2011-10-06 15:28:00,2011-10-01 00:00:00,2010-03-01 00:00:00,2010-03-01 00:00:00,微信
13883.0,2009-12-08 17:26:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13884.0,2010-08-26 19:57:00,2010-08-01 00:00:00,2010-04-01 00:00:00,2010-01-01 00:00:00,百度
13885.0,2011-05-23 08:52:00,2011-05-01 00:00:00,2010-07-01 00:00:00,2010-05-01 00:00:00,抖音
13886.0,2011-09-29 13:17:00,2011-09-01 00:00:00,2010-05-01 00:00:00,2010-03-01 00:00:00,百度
13887.0,2011-05-19 17:22:00,2011-05-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,百度
13888.0,2010-05-13 11:57:00,2010-05-01 00:00:00,2010-05-01 00:00:00,2009-12-01 00:00:00,百度
13889.0,2010-01-22 14:32:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,百度
13890.0,2009-12-06 15:15:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
13891.0,2010-05-06 16:02:00,2010-05-01 00:00:00,2010-03-01 00:00:00,2009-12-01 00:00:00,抖音
13892.0,2010-05-13 10:32:00,2010-05-01 00:00:00,2010-03-01 00:00:00,2009-12-01 00:00:00,抖音
13893.0,2011-02-15 11:30:00,2011-02-01 00:00:00,2010-05-01 00:00:00,2009-12-01 00:00:00,百度
13894.0,2011-02-02 12:54:00,2011-02-01 00:00:00,2010-12-01 00:00:00,2010-02-01 00:00:00,微信
13895.0,2009-12-03 13:09:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13896.0,2010-03-24 08:55:00,2010-03-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,微信
13897.0,2010-01-31 13:48:00,2010-01-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
13898.0,2010-10-24 15:42:00,2010-10-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
13899.0,2011-03-10 09:30:00,2011-03-01 00:00:00,2010-11-01 00:00:00,2010-03-01 00:00:00,微信
13900.0,2010-03-25 13:46:00,2010-03-01 00:00:00,2010-03-01 00:00:00,2009-12-01 00:00:00,百度
13901.0,2010-01-05 09:29:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,百度
13902.0,2009-12-15 10:02:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13903.0,2010-11-04 17:44:00,2010-11-01 00:00:00,2010-11-01 00:00:00,2010-01-01 00:00:00,微信
13904.0,2011-02-18 11:18:00,2011-02-01 00:00:00,2010-11-01 00:00:00,2010-03-01 00:00:00,抖音
13905.0,2009-12-07 11:41:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13906.0,2010-10-26 15:00:00,2010-10-01 00:00:00,2010-09-01 00:00:00,2010-06-01 00:00:00,抖音
13907.0,2010-01-17 12:22:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,百度
13908.0,2011-03-08 12:04:00,2011-03-01 00:00:00,2010-06-01 00:00:00,2010-03-01 00:00:00,百度
13909.0,2010-07-06 16:52:00,2010-07-01 00:00:00,2010-06-01 00:00:00,2010-02-01 00:00:00,微信
13911.0,2010-03-01 16:31:00,2010-03-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,百度
13912.0,2010-10-12 08:43:00,2010-10-01 00:00:00,2010-04-01 00:00:00,2010-01-01 00:00:00,百度
13913.0,2010-07-21 10:11:00,2010-07-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,微信
13914.0,2011-11-03 16:28:00,2011-11-01 00:00:00,2010-03-01 00:00:00,2010-03-01 00:00:00,百度
13915.0,2010-11-10 15:17:00,2010-11-01 00:00:00,2010-08-01 00:00:00,2010-07-01 00:00:00,抖音
13916.0,2010-02-02 10:06:00,2010-02-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13917.0,2011-06-01 12:46:00,2011-06-01 00:00:00,2010-12-01 00:00:00,2010-12-01 00:00:00,百度
13918.0,2011-03-31 18:05:00,2011-03-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13919.0,2010-06-17 09:30:00,2010-06-01 00:00:00,2010-05-01 00:00:00,2010-01-01 00:00:00,百度
13920.0,2010-05-26 15:48:00,2010-05-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,微信
13921.0,2009-12-18 12:19:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13922.0,2010-08-29 14:36:00,2010-08-01 00:00:00,2010-07-01 00:00:00,2010-01-01 00:00:00,百度
13923.0,2011-10-17 12:33:00,2011-10-01 00:00:00,2010-06-01 00:00:00,2010-04-01 00:00:00,百度
13924.0,2011-09-28 15:07:00,2011-09-01 00:00:00,2010-04-01 00:00:00,2010-04-01 00:00:00,微信
13925.0,2011-07-28 12:09:00,2011-07-01 00:00:00,2010-08-01 00:00:00,2010-01-01 00:00:00,微信
13926.0,2011-11-16 13:16:00,2011-11-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,抖音
13927.0,2010-09-28 16:12:00,2010-09-01 00:00:00,2010-04-01 00:00:00,2010-02-01 00:00:00,百度
13928.0,2011-07-29 15:59:00,2011-07-01 00:00:00,2010-09-01 00:00:00,2010-03-01 00:00:00,百度
13929.0,2010-01-14 07:25:00,2010-01-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13930.0,2011-07-26 11:00:00,2011-07-01 00:00:00,2011-03-01 00:00:00,2010-05-01 00:00:00,抖音
13931.0,2009-12-03 10:26:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
13932.0,2011-02-18 12:02:00,2011-02-01 00:00:00,2010-04-01 00:00:00,2010-04-01 00:00:00,抖音
13933.0,2011-07-14 13:35:00,2011-07-01 00:00:00,2010-09-01 00:00:00,2010-05-01 00:00:00,微信
13934.0,2011-03-21 08:39:00,2011-03-01 00:00:00,2010-10-01 00:00:00,2010-10-01 00:00:00,百度
13935.0,2010-02-25 16:01:00,2010-02-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,抖音
13936.0,2010-10-21 14:21:00,2010-10-01 00:00:00,2010-07-01 00:00:00,2010-07-01 00:00:00,微信
13937.0,2010-11-02 12:37:00,2010-11-01 00:00:00,2010-08-01 00:00:00,2010-03-01 00:00:00,百度
13938.0,2011-11-04 14:37:00,2011-11-01 00:00:00,2011-10-01 00:00:00,2011-03-01 00:00:00,抖音
13939.0,2010-04-06 12:43:00,2010-04-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,微信
13940.0,2011-07-18 16:05:00,2011-07-01 00:00:00,2011-05-01 00:00:00,2011-02-01 00:00:00,微信
13941.0,2009-12-16 16:10:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
13942.0,2010-06-23 12:35:00,2010-06-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,百度
13943.0,2010-05-11 11:30:00,2010-05-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,微信
13944.0,2010-02-24 15:02:00,2010-02-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,百度
13945.0,2010-08-17 09:59:00,2010-08-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13946.0,2009-12-04 11:07:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13947.0,2011-10-05 14:42:00,2011-10-01 00:00:00,2010-04-01 00:00:00,2009-12-01 00:00:00,百度
13948.0,2009-12-04 12:14:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13949.0,2011-09-06 11:55:00,2011-09-01 00:00:00,2011-02-01 00:00:00,2010-12-01 00:00:00,微信
13950.0,2011-04-07 11:29:00,2011-04-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,抖音
13951.0,2011-02-18 15:21:00,2011-02-01 00:00:00,2010-05-01 00:00:00,2010-05-01 00:00:00,抖音
13952.0,2009-12-16 09:41:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13953.0,2009-12-11 12:58:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13954.0,2011-09-30 10:52:00,2011-09-01 00:00:00,2011-06-01 00:00:00,2010-04-01 00:00:00,百度
13955.0,2010-11-29 17:35:00,2010-11-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,百度
13956.0,2011-03-13 12:51:00,2011-03-01 00:00:00,2011-01-01 00:00:00,2010-02-01 00:00:00,抖音
13957.0,2010-02-19 10:32:00,2010-02-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,抖音
13958.0,2009-12-05 13:12:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13959.0,2010-07-16 15:11:00,2010-07-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,百度
13960.0,2011-09-29 12:39:00,2011-09-01 00:00:00,2010-06-01 00:00:00,2010-06-01 00:00:00,抖音
13961.0,2010-11-12 14:40:00,2010-11-01 00:00:00,2010-07-01 00:00:00,2010-04-01 00:00:00,抖音
13962.0,2010-09-30 10:35:00,2010-09-01 00:00:00,2010-06-01 00:00:00,2010-01-01 00:00:00,微信
13963.0,2010-04-21 16:20:00,2010-04-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,百度
13964.0,2010-10-05 12:38:00,2010-10-01 00:00:00,2010-03-01 00:00:00,2010-03-01 00:00:00,百度
13965.0,2010-01-05 15:21:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
13966.0,2010-09-30 13:08:00,2010-09-01 00:00:00,2010-03-01 00:00:00,2010-01-01 00:00:00,百度
13967.0,2010-11-08 13:24:00,2010-11-01 00:00:00,2010-10-01 00:00:00,2010-09-01 00:00:00,微信
13968.0,2010-10-12 13:22:00,2010-10-01 00:00:00,2010-09-01 00:00:00,2010-05-01 00:00:00,微信
13969.0,2010-03-25 13:15:00,2010-03-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
13970.0,2010-09-28 11:53:00,2010-09-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13971.0,2010-01-26 09:51:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,百度
13972.0,2011-05-22 11:34:00,2011-05-01 00:00:00,2011-05-01 00:00:00,2009-12-01 00:00:00,抖音
13973.0,2011-02-25 15:21:00,2011-02-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,百度
13974.0,2010-05-06 17:55:00,2010-05-01 00:00:00,2010-04-01 00:00:00,2010-04-01 00:00:00,百度
13975.0,2010-02-02 13:13:00,2010-02-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
13976.0,2010-02-09 13:08:00,2010-02-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,微信
13977.0,2010-10-24 14:08:00,2010-10-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,微信
13978.0,2011-10-25 15:04:00,2011-10-01 00:00:00,2011-10-01 00:00:00,2011-09-01 00:00:00,抖音
13979.0,2009-12-03 10:02:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13980.0,2010-02-21 14:18:00,2010-02-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,百度
13981.0,2010-10-20 10:03:00,2010-10-01 00:00:00,2010-07-01 00:00:00,2010-02-01 00:00:00,百度
13982.0,2010-01-20 14:04:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,微信
13983.0,2009-12-09 13:53:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13984.0,2009-12-07 11:51:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13985.0,2010-02-09 13:56:00,2010-02-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13986.0,2011-11-22 15:00:00,2011-11-01 00:00:00,2011-06-01 00:00:00,2010-07-01 00:00:00,抖音
13987.0,2010-11-04 09:54:00,2010-11-01 00:00:00,2010-07-01 00:00:00,2010-04-01 00:00:00,百度
13988.0,2010-03-24 11:05:00,2010-03-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
13989.0,2010-05-25 12:13:00,2010-05-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,微信
13990.0,2011-05-10 15:19:00,2011-05-01 00:00:00,2011-04-01 00:00:00,2011-04-01 00:00:00,微信
13991.0,2011-07-19 12:58:00,2011-07-01 00:00:00,2010-05-01 00:00:00,2010-01-01 00:00:00,抖音
13992.0,2010-09-02 17:04:00,2010-09-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,微信
13993.0,2009-12-03 11:57:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
13994.0,2011-07-14 18:28:00,2011-07-01 00:00:00,2011-03-01 00:00:00,2010-08-01 00:00:00,百度
13995.0,2009-12-18 12:43:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
13996.0,2010-11-05 15:07:00,2010-11-01 00:00:00,2010-07-01 00:00:00,2010-07-01 00:00:00,微信
13997.0,2010-06-07 17:33:00,2010-06-01 00:00:00,2010-03-01 00:00:00,2010-02-01 00:00:00,微信
13998.0,2010-05-12 13:18:00,2010-05-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,微信
13999.0,2009-12-05 12:42:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14000.0,2009-12-02 09:50:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14001.0,2010-08-03 12:49:00,2010-08-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,百度
14002.0,2011-07-06 14:59:00,2011-07-01 00:00:00,2010-10-01 00:00:00,2010-08-01 00:00:00,百度
14003.0,2009-12-07 08:53:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14004.0,2010-09-30 09:39:00,2010-09-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14005.0,2011-05-08 10:33:00,2011-05-01 00:00:00,2011-02-01 00:00:00,2009-12-01 00:00:00,微信
14006.0,2010-02-25 09:45:00,2010-02-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14007.0,2010-07-15 09:06:00,2010-07-01 00:00:00,2010-04-01 00:00:00,2010-03-01 00:00:00,百度
14008.0,2010-10-03 13:09:00,2010-10-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14009.0,2010-09-03 12:08:00,2010-09-01 00:00:00,2010-07-01 00:00:00,2010-01-01 00:00:00,抖音
14010.0,2010-05-23 12:46:00,2010-05-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14011.0,2010-04-11 13:40:00,2010-04-01 00:00:00,2010-04-01 00:00:00,2009-12-01 00:00:00,百度
14012.0,2011-03-07 12:26:00,2011-03-01 00:00:00,2010-06-01 00:00:00,2010-01-01 00:00:00,百度
14013.0,2010-03-26 10:02:00,2010-03-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,百度
14014.0,2010-05-12 09:04:00,2010-05-01 00:00:00,2010-03-01 00:00:00,2010-02-01 00:00:00,抖音
14015.0,2011-10-18 10:02:00,2011-10-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,抖音
14016.0,2010-01-08 14:12:00,2010-01-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14017.0,2010-05-17 14:52:00,2010-05-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,微信
14018.0,2010-03-04 14:23:00,2010-03-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,百度
14019.0,2011-07-24 15:39:00,2011-07-01 00:00:00,2010-05-01 00:00:00,2010-01-01 00:00:00,百度
14020.0,2010-06-28 15:29:00,2010-06-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,抖音
14021.0,2010-04-26 11:22:00,2010-04-01 00:00:00,2010-04-01 00:00:00,2010-04-01 00:00:00,百度
14022.0,2010-08-10 09:38:00,2010-08-01 00:00:00,2010-03-01 00:00:00,2010-01-01 00:00:00,微信
14023.0,2011-04-03 15:50:00,2011-04-01 00:00:00,2011-01-01 00:00:00,2010-05-01 00:00:00,微信
