SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
1555708,413542,1.0,12,-2126.0,-2120.0,1960.245,1960.245
2174934,413504,1.0,3,-2493.0,-2505.0,16820.325,16820.325
1715023,406466,2.0,17,-77.0,-91.0,24704.865,24704.865
2818873,436216,1.0,5,-128.0,-153.0,10516.86,10516.86
1105087,418182,1.0,1,-493.0,-506.0,11386.17,11386.17
1687616,413567,0.0,57,-308.0,-308.0,3.51,3.51
2243354,423336,1.0,5,-613.0,-635.0,14659.155,1033.38
1284564,442509,1.0,12,-753.0,-759.0,5398.155,5398.155
1852765,413930,0.0,48,-947.0,-952.0,9000.0,9000.0
1055859,421009,1.0,21,-238.0,-262.0,6445.98,6445.98
1571234,402099,1.0,6,-340.0,-346.0,6331.14,6331.14
2574310,400464,1.0,22,-225.0,-217.0,42669.9,31500.0
1364969,437448,1.0,2,-201.0,-225.0,12429.855,12429.855
2070798,411010,1.0,1,-782.0,-796.0,17767.89,17767.89
2257980,417364,1.0,1,-2440.0,-2450.0,2369.25,2369.25
1108497,420293,0.0,90,-1653.0,-1653.0,225.0,225.0
2199035,447852,0.0,31,-687.0,-697.0,2250.0,2250.0
1318617,410599,1.0,3,-716.0,-722.0,6081.21,6081.21
2532312,406449,1.0,4,-1686.0,-1684.0,4568.445,4568.445
2627792,445104,1.0,4,-2297.0,-2356.0,4486.86,4486.86
1354574,418227,1.0,8,-1804.0,-1823.0,9510.075,9510.075
1194866,401141,1.0,1,-2587.0,-2596.0,3350.655,3350.655
2580767,402058,1.0,2,-887.0,-890.0,5823.585,5823.585
2706804,434855,1.0,7,-2263.0,-2262.0,2459.25,2427.255
1383660,415852,1.0,11,-1464.0,-1466.0,7762.86,7762.86
2623131,427727,0.0,51,-149.0,-149.0,990.0,990.0
2463343,407767,1.0,1,-660.0,-673.0,42782.985,42782.985
2150173,401978,1.0,3,-1810.0,-1797.0,12007.89,12002.67
2148578,434658,0.0,48,-136.0,-145.0,7993.215,7993.215
1155852,452271,0.0,49,-1205.0,-1214.0,5625.0,5625.0
1257109,454649,1.0,9,-274.0,-300.0,13501.125,281.97
1348884,428482,1.0,21,-2023.0,-2021.0,11091.6,6337.8
1335695,447147,0.0,10,-1268.0,-1268.0,361.8,361.8
1540848,427457,1.0,11,-56.0,-58.0,42832.8,42832.8
1661321,420503,0.0,5,-82.0,-82.0,5280.39,5280.39
1492470,416779,0.0,28,-556.0,-556.0,790.425,790.425
1552230,427526,5.0,5,-109.0,-111.0,301656.285,301656.285
1201847,451844,1.0,5,-400.0,-435.0,26978.4,43.515
2733423,444016,1.0,8,-332.0,-340.0,19303.92,19303.92
1235532,435845,0.0,105,-324.0,-324.0,688.995,688.995
2605604,450652,0.0,95,-166.0,-166.0,80.64,80.64
1005619,442294,1.0,6,-918.0,-921.0,4688.055,4688.055
1398820,420729,1.0,2,-1865.0,-1877.0,10946.88,10946.88
1389044,444694,1.0,5,-1345.0,-1348.0,7277.76,7277.76
2740935,456150,1.0,3,-748.0,-759.0,14295.105,14295.105
2404403,454900,1.0,6,-798.0,-818.0,4072.545,4072.545
1769650,452462,2.0,11,-331.0,-357.0,21193.65,21193.65
1651989,448277,0.0,50,-1481.0,-1481.0,211.905,211.905
2552344,420961,0.0,96,-31.0,-31.0,2250.0,2250.0
2697099,426019,1.0,7,-972.0,-972.0,23124.645,23124.645
2558050,419531,0.0,197,-353.0,-356.0,5998.05,5998.05
2243214,456152,1.0,10,-1051.0,-1077.0,21144.78,21144.78
1508967,438749,1.0,11,-1941.0,-1946.0,7606.35,7606.35
1498958,453536,1.0,9,-2159.0,-2220.0,7122.78,7122.78
1079363,440546,1.0,2,-2516.0,-2527.0,4496.265,4496.265
2626864,404122,1.0,27,-176.0,-176.0,25149.15,25149.15
1410143,430787,0.0,24,-87.0,-91.0,19774.17,19774.17
2727755,430023,0.0,1,-2324.0,-2324.0,4500.0,4500.0
2835987,420298,0.0,33,-2399.0,-2399.0,305.235,305.235
2479418,402428,0.0,64,-1570.0,-1587.0,4500.0,4500.0
1280446,431908,0.0,16,-140.0,-140.0,6750.0,6750.0
1853759,430800,1.0,6,-2147.0,-2163.0,3015.315,3002.85
2198516,430385,0.0,10,-240.0,-240.0,8846.37,8846.37
2539348,445294,1.0,3,-490.0,-496.0,13195.35,13195.35
2447898,411569,1.0,3,-20.0,-28.0,9845.145,9845.145
1540835,446589,1.0,7,-1432.0,-1440.0,6150.24,6150.24
1847015,442577,0.0,94,-1065.0,-1065.0,4148.415,4148.415
1690512,414181,1.0,9,-1000.0,-1000.0,8725.275,8725.275
2105092,451522,0.0,90,-312.0,-312.0,88.38,88.38
2744751,435667,0.0,58,-191.0,-191.0,1981.53,1981.53
1283403,442283,1.0,12,-6.0,-3.0,12116.7,11847.105
1980733,428959,0.0,32,-2393.0,-2393.0,3375.0,3375.0
1570241,440457,0.0,34,-1246.0,-1246.0,411.345,411.345
1337689,440181,1.0,15,-1340.0,-1344.0,7606.35,7606.35
2002783,446087,1.0,15,-11.0,-41.0,23304.15,3591.9
2727423,420430,1.0,1,-1252.0,-1256.0,26334.765,26334.765
2578611,424198,1.0,1,-607.0,-622.0,24172.65,24172.65
2671286,402920,0.0,3,-2083.0,-2092.0,2250.0,2250.0
2754768,400874,1.0,2,-873.0,-886.0,10394.685,10394.685
2768619,440727,0.0,93,-384.0,-384.0,106.065,106.065
2080402,414752,1.0,12,-1888.0,-1548.0,6102.0,0.045
2181137,409380,0.0,104,-584.0,-584.0,0.045,0.045
1532916,438463,2.0,23,-287.0,-288.0,24047.955,24047.955
2511896,451590,1.0,9,-698.0,-697.0,5991.39,5991.39
2142333,411625,1.0,9,-1356.0,-1356.0,19733.625,19653.21
2553687,451189,1.0,3,-1188.0,-1197.0,18888.705,18888.705
2572567,447041,0.0,69,-2042.0,-2051.0,3459.555,1139.265
2258584,410541,1.0,1,-2003.0,-2015.0,18617.85,18617.85
1891115,453078,2.0,23,-234.0,-238.0,44924.85,44924.85
2241708,410246,1.0,13,-403.0,-432.0,10484.415,184.68
1469489,452696,0.0,69,-384.0,-403.0,2250.0,2250.0
1133563,451355,0.0,75,-1823.0,-1823.0,1125.0,1125.0
1604220,401347,1.0,9,-1807.0,-1808.0,8679.87,8679.87
1201154,430561,1.0,9,-4.0,-19.0,17041.41,17041.41
1922779,418487,0.0,123,-689.0,-689.0,3.42,3.42
1029657,447955,0.0,6,-2352.0,-2352.0,3375.0,3375.0
1591365,448118,1.0,6,-1165.0,-1165.0,17151.165,17151.165
1411350,412398,1.0,8,-1231.0,-1239.0,10557.045,10557.045
2674517,411841,1.0,12,-1418.0,-1433.0,7510.995,7510.995
1076666,431719,1.0,4,-2506.0,-2513.0,17535.06,17521.56
1467806,436892,0.0,65,-1740.0,-1740.0,84.6,84.6
1007316,423869,0.0,104,-364.0,-364.0,2717.055,2717.055
2482287,434722,1.0,7,-1136.0,-1135.0,13990.68,13990.68
2211449,448209,1.0,4,-749.0,-757.0,30683.745,30683.745
1044333,414067,0.0,14,-2181.0,-2181.0,6358.68,6358.68
1044333,414067,0.0,72,-416.0,-416.0,6358.68,6358.68
1386849,402319,1.0,7,-817.0,-817.0,12019.815,12019.815
2030358,441437,1.0,3,-2019.0,-2027.0,12719.79,12719.79
2517067,440426,0.0,7,-378.0,-378.0,171.405,171.405
2778317,446786,1.0,2,-1596.0,-1603.0,24395.49,24395.49
2444513,454669,1.0,11,-280.0,-291.0,39424.545,39424.545
1060291,403932,1.0,4,-389.0,-404.0,9361.395,9361.395
2702383,431796,0.0,8,-121.0,-140.0,2400.795,2400.795
2362647,419590,0.0,17,-2331.0,-2329.0,4500.0,4500.0
1981155,423975,0.0,66,-1466.0,-1466.0,1638.585,1638.585
1086619,432360,1.0,1,-2148.0,-2158.0,6918.3,6918.3
1238365,404725,1.0,8,-2487.0,-2487.0,14763.6,14763.6
2466980,449712,1.0,5,-2862.0,-2862.0,4945.005,4945.005
2605596,431431,0.0,108,-203.0,-203.0,183.87,183.87
1518815,449968,0.0,10,-194.0,-203.0,11472.075,11472.075
1260050,413122,1.0,7,-400.0,-408.0,11246.175,11246.175
1053166,400484,0.0,27,-2192.0,-2192.0,236.025,236.025
1236181,441705,1.0,6,-2404.0,-2409.0,5849.415,5849.415
2518366,404647,1.0,17,-578.0,-601.0,9480.015,9480.015
1025580,400571,1.0,10,-2629.0,-2629.0,4397.085,4397.085
2674347,419766,1.0,1,-434.0,-452.0,13898.79,13898.79
1191696,406056,1.0,3,-2208.0,-2223.0,7714.575,7714.575
1131622,418581,1.0,12,-272.0,-270.0,43572.825,42645.285
1240475,416332,1.0,4,-811.0,-825.0,10633.815,10633.815
1202523,423709,0.0,9,-650.0,-652.0,27710.325,27710.325
1797533,429687,1.0,1,-2090.0,-2099.0,16229.745,16229.745
2416322,437651,1.0,1,-1292.0,-1297.0,35167.5,35167.5
1540905,426909,3.0,102,-151.0,-121.0,236.07,236.07
1355473,450020,1.0,13,-223.0,-227.0,24512.49,24512.49
1779323,451939,1.0,1,-1327.0,-1338.0,9927.855,9927.855
2761459,446143,1.0,10,-1540.0,-1534.0,3308.445,3308.445
2439604,444971,1.0,5,-2284.0,-2288.0,9842.4,9842.4
2608895,417485,1.0,3,-2811.0,-2811.0,17504.055,17504.055
1824082,448789,1.0,1,-2844.0,-2844.0,11464.02,11464.02
2701627,447823,0.0,31,-1937.0,-1937.0,1992.69,1992.69
1513700,454355,1.0,4,-896.0,-904.0,5563.125,5563.125
1183360,414116,1.0,2,-1736.0,-1752.0,11428.965,11428.965
1112845,455077,1.0,4,-672.0,-690.0,40133.475,40133.475
1737009,434209,1.0,5,-2430.0,-2488.0,2989.665,2989.665
1799905,430767,0.0,56,-1534.0,-1534.0,2013.75,2013.75
2641288,410514,1.0,1,-737.0,-743.0,44736.03,44736.03
1849174,422746,1.0,3,-306.0,-336.0,12012.39,12012.39
2627529,409426,1.0,2,-1371.0,-1404.0,4951.44,4951.44
1801927,452538,1.0,22,-851.0,-853.0,5068.08,5068.08
1308819,445591,1.0,8,-58.0,-60.0,33706.395,33706.395
1603336,453955,1.0,1,-503.0,-533.0,29218.14,29218.14
1319942,416569,0.0,73,-1132.0,-1149.0,7875.0,7875.0
2526018,414209,1.0,5,-788.0,-793.0,7660.8,7660.8
1685583,429994,0.0,172,-470.0,-470.0,26190.0,26190.0
1961140,454192,1.0,10,-593.0,-591.0,60711.12,25371.495
1492897,423617,1.0,10,-380.0,-387.0,7649.595,7649.595
1573776,420939,1.0,7,-403.0,-412.0,8501.13,8501.13
1334686,406881,1.0,17,-1474.0,-1456.0,19101.24,1202.85
1282637,425286,1.0,1,-2548.0,-2561.0,6452.28,6452.28
1229752,433511,0.0,150,-368.0,-368.0,2250.0,2250.0
1718394,440384,0.0,5,-157.0,-157.0,49300.92,49300.92
2450678,444909,1.0,3,-2566.0,-2606.0,9403.83,9403.83
1362782,444638,1.0,6,-70.0,-71.0,42297.255,42297.255
1002358,406107,1.0,9,-1871.0,-1846.0,9572.445,115.515
1641918,417423,0.0,32,-1579.0,-1579.0,215.595,215.595
2630125,420321,0.0,69,-1889.0,-1889.0,1702.665,1702.665
1007175,424860,1.0,11,-1677.0,-1655.0,9873.27,9807.12
2463700,401490,1.0,2,-2868.0,-2858.0,5490.045,5488.38
2789548,423875,1.0,2,-2341.0,-2341.0,8189.145,8189.145
1330796,451558,0.0,73,-864.0,-864.0,7200.0,7200.0
1645575,422166,0.0,138,-579.0,-579.0,203.265,203.265
1772478,424072,0.0,33,-31.0,-31.0,29119.14,29119.14
1183543,428694,0.0,29,-2251.0,-2270.0,6750.0,6750.0
1183264,413212,0.0,33,-492.0,-492.0,14.13,14.13
1865422,446045,0.0,17,-2460.0,-2460.0,4500.0,4500.0
1187481,402767,1.0,8,-1616.0,-1617.0,10634.805,10634.805
2122872,413205,0.0,8,-260.0,-260.0,143.55,143.55
1919873,415197,0.0,21,-1800.0,-1807.0,9000.0,9000.0
1013052,450363,0.0,30,-745.0,-764.0,3097.215,3097.215
2038865,452626,1.0,12,-1823.0,-1830.0,14095.08,14095.08
1012979,445249,3.0,7,-419.0,-423.0,35223.075,35223.075
1337066,401808,1.0,1,-449.0,-454.0,18552.78,18552.78
2254488,419856,1.0,3,-2527.0,-2539.0,10492.02,10492.02
1930781,445454,1.0,1,-2336.0,-2336.0,20983.995,20983.995
2595671,403724,1.0,6,-1523.0,-1526.0,3931.065,3931.065
1881071,413704,0.0,42,-653.0,-653.0,222569.37,222569.37
2574281,454890,1.0,4,-2820.0,-2830.0,5399.46,5399.46
2053903,438478,1.0,6,-300.0,-306.0,2920.275,2920.275
2224194,409723,1.0,2,-1034.0,-1051.0,16056.81,16056.81
2238465,453678,0.0,12,-673.0,-680.0,3998.565,3998.565
1309534,432440,0.0,78,-869.0,-898.0,6.75,6.75
2113771,408965,1.0,5,-100.0,-108.0,11399.22,11399.22
2803685,432664,2.0,4,-1595.0,-1597.0,13071.105,13071.105
2671701,444815,0.0,24,-52.0,-52.0,450.0,450.0
1280207,449017,0.0,28,-1959.0,-1959.0,1125.0,1125.0
1516059,454430,1.0,2,-2690.0,-2690.0,6127.38,6127.38
2204816,420401,1.0,4,-632.0,-661.0,18653.715,18653.715
2335718,442275,1.0,9,-58.0,-61.0,27215.775,27215.775
1040132,432939,2.0,2,-948.0,-961.0,2.16,16209.0
1040132,432939,1.0,2,-948.0,-961.0,16206.84,16209.0
1684521,448538,1.0,3,-407.0,-412.0,20141.1,20141.1
1496418,444786,0.0,99,-875.0,-875.0,10800.0,10800.0
2797877,400803,0.0,139,-795.0,-795.0,1221.03,1221.03
1472165,447970,1.0,17,-1147.0,-1160.0,13058.415,13058.415
2104254,412046,1.0,3,-1213.0,-1217.0,15477.93,15477.93
1411203,432339,1.0,3,-831.0,-848.0,3439.305,3439.305
2387833,403153,1.0,2,-359.0,-361.0,5140.71,5140.71
1282106,434121,1.0,4,-1708.0,-1725.0,3521.97,3521.97
1074801,404129,0.0,1,-75.0,-51.0,4995.9,0.9
2149789,428312,1.0,2,-696.0,-704.0,12311.325,12311.325
1290485,456139,1.0,3,-988.0,-999.0,22612.5,19368.045
1569967,453100,19.0,11,-164.0,-171.0,10813.815,45000.0
1569967,453100,20.0,11,-164.0,-171.0,34186.185,45000.0
1786250,417261,1.0,10,-487.0,-496.0,86253.84,86253.84
1338037,432082,1.0,3,-227.0,-229.0,22948.29,22948.29
1283470,430674,1.0,7,-305.0,-318.0,3860.685,3860.685
1666425,421086,1.0,2,-285.0,-304.0,7412.4,7412.4
1239473,442530,0.0,26,-1949.0,-1949.0,4500.0,4500.0
1725925,409184,2.0,101,-1753.0,-1753.0,3600.0,3600.0
1105599,424228,0.0,51,-101.0,-101.0,22366.845,22366.845
1596048,455741,0.0,32,-1539.0,-1538.0,9000.0,9000.0
1086122,449436,0.0,45,-1674.0,-1674.0,506.07,506.07
2171507,426888,1.0,17,-295.0,-326.0,9072.045,759.78
2713523,425684,1.0,8,-2896.0,-2885.0,3851.28,1180.845
2465620,451306,4.0,26,-125.0,-127.0,40547.52,40547.52
2243574,453760,1.0,8,-2777.0,-2751.0,5834.7,37.44
1999914,451274,1.0,5,-439.0,-445.0,13308.165,13308.165
1461656,453290,0.0,43,-77.0,-77.0,365.985,365.985
2071138,417894,1.0,2,-1192.0,-1202.0,9785.79,9785.79
1523078,423398,1.0,15,-839.0,-841.0,12544.38,12544.38
1276623,446971,1.0,8,-163.0,-191.0,16632.405,249.21
1683127,428703,1.0,2,-790.0,-797.0,4074.795,4074.795
1639988,417383,0.0,20,-518.0,-527.0,9305.82,9305.82
2186859,416434,0.0,35,-787.0,-786.0,3276.99,3276.99
2310318,431507,1.0,1,-698.0,-724.0,16158.285,16158.285
2208124,419503,0.0,14,-2137.0,-2137.0,13500.0,13500.0
2741648,445557,1.0,20,-67.0,-80.0,28742.67,28742.67
1656188,400577,1.0,4,-2390.0,-2394.0,3567.06,3567.06
2361892,445711,1.0,3,-1799.0,-1807.0,7744.905,7744.86
2586314,413230,1.0,2,-2418.0,-2424.0,4921.2,4921.2
1206690,423062,1.0,6,-1059.0,-1059.0,11966.49,11966.49
2426481,439702,0.0,43,-259.0,-259.0,11243.25,11243.25
1035740,400890,1.0,5,-1021.0,-1068.0,3136.32,3136.32
1368764,448502,2.0,4,-1120.0,-1137.0,26966.61,26966.61
1903680,445515,0.0,15,-143.0,-143.0,684.045,684.045
2639807,407630,1.0,20,-1098.0,-1111.0,7555.14,7555.14
2309160,456169,1.0,3,-1617.0,-1618.0,12877.65,12877.65
1595826,443433,1.0,6,-2048.0,-2060.0,12884.49,12884.49
2480750,438583,0.0,86,-800.0,-800.0,203.4,203.4
2210312,451849,1.0,15,-715.0,-745.0,8195.895,8195.895
1585892,438305,1.0,1,-2877.0,-2872.0,3973.095,3973.095
1186719,438568,0.0,104,-421.0,-421.0,5400.0,5400.0
1661377,456182,1.0,12,-53.0,-62.0,15543.54,15543.54
1160258,447368,1.0,8,-2161.0,-2168.0,4921.2,4921.2
2582098,449964,1.0,14,-379.0,-382.0,10191.15,10191.15
2225152,449941,2.0,21,-377.0,-396.0,24295.545,24295.545
1152690,401658,1.0,1,-1085.0,-1092.0,18728.235,18728.235
1012295,425344,1.0,12,-2204.0,-2247.0,5102.01,5102.01
1938299,419534,10.0,6,-375.0,-384.0,9009.675,13500.0
1938299,419534,9.0,6,-375.0,-384.0,4490.325,13500.0
1975654,422823,1.0,5,-913.0,-923.0,3601.26,1230.345
1211460,432108,1.0,1,-338.0,-354.0,17157.375,17157.375
2511128,424897,0.0,4,-1617.0,-1617.0,900.0,900.0
2511128,424897,0.0,76,-107.0,-107.0,70.785,70.785
2307372,404780,0.0,64,-95.0,-95.0,123.795,123.795
1450124,436405,0.0,25,-2657.0,-2657.0,5625.0,5625.0
2783279,424178,1.0,5,-134.0,-167.0,5784.975,3947.58
2323478,418081,0.0,128,-1120.0,-1131.0,5400.0,5400.0
2784413,431289,1.0,4,-2300.0,-2303.0,2891.88,2891.88
1455732,418748,1.0,3,-1982.0,-1984.0,11880.945,11880.945
2793220,441970,1.0,1,-1067.0,-1071.0,36343.305,36343.305
2563486,422662,1.0,11,-989.0,-995.0,11420.82,11420.82
2075501,451293,1.0,11,-363.0,-367.0,25258.5,25258.5
1112546,412046,1.0,18,-5.0,-7.0,19468.08,19468.08
2395161,404953,1.0,2,-2814.0,-2814.0,3033.225,3033.225
2387402,443432,1.0,3,-807.0,-809.0,13427.865,13427.865
2168680,416174,0.0,70,-1856.0,-1856.0,281.205,281.205
2152839,415291,1.0,3,-57.0,-71.0,4154.58,4154.58
1359171,418021,1.0,14,-343.0,-362.0,10977.66,10977.66
2467659,445227,1.0,8,-1063.0,-1061.0,19224.72,18243.495
1390727,407237,0.0,18,-70.0,-70.0,460.935,460.935
1622000,418366,0.0,22,-2498.0,-2505.0,6750.0,6750.0
1045800,418416,1.0,5,-1656.0,-1682.0,3005.28,3005.28
1667949,432133,1.0,13,-840.0,-877.0,19151.1,19151.1
2691338,420703,0.0,3,-804.0,-807.0,17867.34,17867.34
2387956,427600,0.0,32,-453.0,-453.0,226.305,226.305
2809373,420197,1.0,7,-2277.0,-2315.0,6273.405,3100.95
1383154,442876,0.0,74,-1996.0,-1996.0,1125.0,1125.0
2198814,453494,0.0,151,-1103.0,-1104.0,10800.0,10800.0
1012756,436506,1.0,3,-279.0,-281.0,8073.36,8073.36
1313403,441800,1.0,6,-352.0,-356.0,17052.705,17052.705
1782152,423075,0.0,93,-287.0,-287.0,243.36,243.36
1897764,446875,1.0,9,-1925.0,-1922.0,6412.725,2830.95
2111070,425442,1.0,4,-334.0,-369.0,14852.88,4.905
1455513,404959,0.0,24,-403.0,-403.0,3572.055,3572.055
1484883,438870,2.0,10,-1638.0,-1648.0,10287.045,10287.045
1634472,426957,3.0,6,-339.0,-350.0,2761.11,2761.11
1969120,417686,2.0,6,-947.0,-953.0,159977.655,159977.655
2234281,420913,1.0,2,-1164.0,-1181.0,2626.065,2626.065
2137348,425575,0.0,37,-1543.0,-1566.0,4500.0,4500.0
2073519,401602,1.0,6,-358.0,-371.0,9637.56,9637.56
2785468,422371,1.0,3,-448.0,-463.0,9426.24,9426.24
2824527,409007,1.0,5,-795.0,-803.0,8398.8,8398.8
2691393,420796,1.0,19,-1529.0,-1524.0,11120.715,11120.58
2283949,431559,0.0,58,-309.0,-328.0,109.89,109.89
2261443,400184,2.0,9,-388.0,-415.0,60754.23,60754.23
2480092,425571,1.0,4,-778.0,-784.0,10393.335,10393.335
1976773,423507,1.0,17,-405.0,-408.0,27301.635,27301.635
1844986,413040,2.0,8,-772.0,-781.0,80974.755,80974.755
2537378,431067,0.0,41,-1954.0,-1965.0,9000.0,9000.0
1446852,432039,0.0,15,-234.0,-240.0,3002.4,3002.4
1956396,452001,0.0,9,-1241.0,-1241.0,2025.0,2025.0
2496477,419170,1.0,10,-718.0,-734.0,15629.625,15629.625
2166873,425934,0.0,9,-2806.0,-2825.0,6750.0,6750.0
1574646,436556,0.0,9,-126.0,-126.0,4500.0,4500.0
2792082,427586,1.0,3,-365.0,-376.0,4234.455,4234.455
2503030,436519,1.0,6,-1193.0,-1223.0,21709.125,16.875
2671299,411822,0.0,56,-1605.0,-1617.0,9000.0,9000.0
1718488,436236,1.0,3,-1121.0,-1128.0,51750.0,51750.0
2364001,439743,1.0,3,-269.0,-278.0,6704.73,6704.73
2565424,416092,2.0,3,-478.0,-483.0,126810.315,126810.315
1331109,456124,0.0,2,-740.0,-740.0,7200.0,7200.0
2004155,453129,1.0,12,-53.0,-68.0,23225.445,23225.445
2273078,441485,1.0,2,-259.0,-272.0,39227.67,39227.67
2451722,439849,1.0,7,-255.0,-284.0,13833.45,13833.45
2605376,411276,1.0,8,-471.0,-474.0,5674.5,5674.5
1466212,447438,2.0,2,-1438.0,-1440.0,47484.0,47484.0
2277923,446458,0.0,27,-500.0,-518.0,4512.78,4512.78
1532916,438463,2.0,22,-317.0,-319.0,24047.955,24047.955
1264860,411682,1.0,5,-459.0,-466.0,30251.97,30251.97
2789547,429915,1.0,7,-360.0,-385.0,34267.5,34267.5
1289281,422569,1.0,6,-2066.0,-2086.0,14171.76,14171.76
2140613,436624,1.0,1,-597.0,-613.0,8417.025,8417.025
2414478,418774,1.0,10,-6.0,-13.0,7680.195,7680.195
1312548,435100,1.0,2,-1031.0,-1035.0,60916.86,60916.86
1877423,447913,1.0,2,-948.0,-987.0,4635.135,4635.135
2674545,407907,0.0,34,-714.0,-714.0,6750.0,6750.0
2219893,438306,1.0,6,-671.0,-690.0,17770.41,17770.41
2561965,415626,1.0,7,-530.0,-536.0,7950.51,7950.51
1261165,420964,1.0,6,-18.0,-64.0,5062.545,5062.545
1688955,435636,0.0,86,-408.0,-408.0,99.99,99.99
2180211,438255,1.0,3,-1071.0,-1077.0,40410.0,40410.0
1998270,445061,1.0,6,-1228.0,-1242.0,11707.02,11707.02
1896000,430470,1.0,5,-1290.0,-1299.0,13608.045,13608.045
2340348,448925,1.0,13,-125.0,-126.0,8771.31,8771.31
1701398,453802,1.0,9,-1292.0,-1323.0,7775.145,7775.145
1839209,447626,1.0,10,-2429.0,-2422.0,5792.58,5792.58
1803037,442438,1.0,1,-594.0,-615.0,10077.975,10077.975
2824713,416349,1.0,8,-2336.0,-2374.0,6711.345,6711.345
1263558,414742,0.0,85,-1283.0,-1283.0,832.5,832.5
1926736,444155,2.0,17,-639.0,-647.0,25128.0,25128.0
1007381,411467,0.0,71,-261.0,-256.0,23118.975,618.975
1380892,409648,0.0,88,-1442.0,-1442.0,77.715,77.715
1547717,440173,1.0,2,-202.0,-221.0,15400.8,15400.8
2696182,440967,0.0,24,-8.0,-8.0,1.44,1.44
2099120,416507,1.0,4,-2209.0,-2214.0,3142.26,3142.26
1215883,435164,0.0,45,-2807.0,-2823.0,4050.0,4050.0
2776997,426721,0.0,91,-1575.0,-1575.0,519.03,519.03
2191640,423144,0.0,45,-1958.0,-1988.0,67.5,67.5
1191585,434970,0.0,86,-863.0,-863.0,144.225,144.225
1111114,432861,1.0,4,-1446.0,-1483.0,5275.17,5275.17
2533312,419735,1.0,1,-2362.0,-2369.0,8352.495,8352.495
1311643,415538,1.0,4,-659.0,-690.0,13481.28,56.16
2761456,411516,3.0,2,-858.0,-859.0,63166.455,63166.455
1251852,436366,1.0,1,-223.0,-223.0,37311.75,37311.75
1721713,403312,0.0,55,-428.0,-428.0,13500.0,13500.0
2487298,431695,5.0,3,-378.0,-383.0,31107.195,45000.0
2487298,431695,6.0,3,-378.0,-383.0,13892.805,45000.0
1652341,423364,1.0,1,-2189.0,-2194.0,3369.375,3369.375
1692457,455594,1.0,8,-832.0,-834.0,16614.9,16614.9
1910316,438094,1.0,11,-1434.0,-1435.0,34203.69,34203.69
1869545,447432,0.0,11,-606.0,-606.0,2249.685,2249.685
2159204,412124,1.0,3,-79.0,-92.0,17535.6,17535.6
2689487,441211,1.0,18,-573.0,-571.0,10298.52,2163.96
2360416,409559,1.0,16,-19.0,-28.0,6655.95,6655.95
1666923,448922,1.0,2,-1122.0,-1137.0,9576.765,9576.765
2205081,447351,1.0,11,-33.0,-38.0,6839.955,6839.955
1697738,400009,1.0,21,-297.0,-297.0,10777.275,10777.275
1894550,416889,1.0,1,-1244.0,-1254.0,55740.015,55740.015
1956686,404172,0.0,11,-2355.0,-2355.0,1125.0,1125.0
2756603,440302,1.0,2,-301.0,-316.0,9878.175,9878.175
2253333,430212,0.0,104,-476.0,-476.0,9333.495,9333.495
2027014,450300,1.0,7,-2209.0,-2201.0,16309.89,14116.5
1071064,415086,1.0,7,-1195.0,-1199.0,51060.195,51060.195
1355319,447253,1.0,4,-1232.0,-1243.0,23279.355,23279.355
2605604,450652,0.0,1,-2785.0,-2771.0,3375.0,3375.0
1370590,455898,0.0,125,-239.0,-239.0,3375.0,3375.0
1640264,437486,1.0,10,-775.0,-807.0,32787.225,1151.775
2559219,426880,1.0,5,-932.0,-938.0,8044.965,8044.965
2642699,449460,0.0,6,-203.0,-208.0,10685.16,10685.16
1767517,407292,1.0,5,-76.0,-100.0,7932.51,7932.51
2208157,446309,1.0,3,-1934.0,-1959.0,5286.015,5286.015
1415424,410579,1.0,7,-2375.0,-2378.0,3294.18,3294.18
1797336,418516,1.0,3,-769.0,-783.0,21279.24,21279.24
1436656,439421,1.0,8,-128.0,-141.0,10993.635,10993.635
2506165,450918,0.0,67,-1152.0,-1154.0,4500.0,4500.0
1077409,408329,1.0,7,-1760.0,-1761.0,6114.96,6114.96
1077409,408329,1.0,2,-1910.0,-1923.0,6114.96,6114.96
2762584,431356,1.0,2,-446.0,-459.0,53268.3,53268.3
1678945,443499,2.0,5,-358.0,-380.0,97366.95,135000.0
1678945,443499,1.0,5,-358.0,-380.0,37633.05,135000.0
1285462,415332,1.0,2,-602.0,-610.0,7503.75,7503.75
2388581,417853,0.0,49,-2116.0,-2124.0,3375.0,3375.0
2437201,425746,0.0,3,-557.0,-557.0,13500.0,13500.0
1820556,420201,1.0,4,-1326.0,-1334.0,10490.625,10490.625
1644551,410546,1.0,21,-506.0,-512.0,52646.895,52646.895
1255280,423756,0.0,79,-1221.0,-1221.0,217.575,217.575
1080588,441447,1.0,12,-121.0,-122.0,5599.89,5599.89
1940117,427585,1.0,5,-737.0,-746.0,38822.175,38822.175
1563922,447486,1.0,6,-283.0,-291.0,9724.77,9724.77
1589868,424074,0.0,21,-2071.0,-2071.0,225.0,225.0
2087755,447863,0.0,3,-151.0,-153.0,2380.68,2380.68
2123020,431443,1.0,5,-571.0,-572.0,8555.085,8555.085
